Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
Rua Hussein Ibrahim Omairy,Sítio Cercado,Curitiba/PR,81935-266
Rua Gabriel Mocellin,Sítio Cercado,Curitiba/PR,81935-270
Rua Ana Maria Foggiatto Roda,Sítio Cercado,Curitiba/PR,81935-280
Rua Joaquim Ferreira Lopes,Sítio Cercado,Curitiba/PR,81935-281
Rua Roberto Dala Barba,Sítio Cercado,Curitiba/PR,81935-282
Rua Dirceu Albini,Sítio Cercado,Curitiba/PR,81935-283
Rua Júlia Fecci Mello,Sítio Cercado,Curitiba/PR,81935-284
Rua Músico Antero Gonçalves da Silva,Sítio Cercado,Curitiba/PR,81935-290
Rua Corvina,Sítio Cercado,Curitiba/PR,81935-291
Rua Tiê-sangue,Sítio Cercado,Curitiba/PR,81935-292
Rua Saíra-dourada,Sítio Cercado,Curitiba/PR,81935-293
Rua Baitaca,Sítio Cercado,Curitiba/PR,81935-294
Rua Marcos Luiz Trevisan,Sítio Cercado,Curitiba/PR,81935-295
Rua Paulo Fagnani,Sítio Cercado,Curitiba/PR,81935-300
Rua Dom Geraldo Micheletto Pellanda,Sítio Cercado,Curitiba/PR,81935-301
Rua Luiz Gonzaga do Nascimento Júnior,Sítio Cercado,Curitiba/PR,81935-302
Rua Oscar Nelson Reimann,Sítio Cercado,Curitiba/PR,81935-303
Rua Jornalista Calil Simão,Sítio Cercado,Curitiba/PR,81935-304
Rua Engenheira Dayse Therezinha Teixeira Tortato Campregher,Sítio Cercado,Curitiba/PR,81935-305
Rua Manoel Nóbrega,Sítio Cercado,Curitiba/PR,81935-306
Rua Nossa Senhora de Caravaggio,Sítio Cercado,Curitiba/PR,81935-307
Rua José Irineu Budant,Sítio Cercado,Curitiba/PR,81935-308
Rua Waldir Dacol,Sítio Cercado,Curitiba/PR,81935-309
Rua José Otávio Meira dos Anjos,Sítio Cercado,Curitiba/PR,81935-310
Rua Sezinando Teixeira Oliveira,Sítio Cercado,Curitiba/PR,81935-315
Rua Professora Orbela Silvério Salomão,Sítio Cercado,Curitiba/PR,81935-316
Rua Odinir Polydoro,Sítio Cercado,Curitiba/PR,81935-317
Rua Radialista Souza Moreno,Sítio Cercado,Curitiba/PR,81935-320
Rua Marieta Bergquist Croccetti,Sítio Cercado,Curitiba/PR,81935-324
Rua Professor Brasil Pinheiro Machado,Sítio Cercado,Curitiba/PR,81935-325
Rua Doutor José Lobato da Costa,Ganchinho,Curitiba/PR,81935-370
Rua Frei Bruno de Carli,Ganchinho,Curitiba/PR,81935-375
Rua Professor João Gilberto Martins,Ganchinho,Curitiba/PR,81935-376
Rua Raphael Costa Blanco,Ganchinho,Curitiba/PR,81935-377
Rua Aristocleto Taborda Portella,Ganchinho,Curitiba/PR,81935-378
Rua Reginaldo Antônio Wacheski,Ganchinho,Curitiba/PR,81935-379
Rua Maurício Erzírio dos Santos,Ganchinho,Curitiba/PR,81935-380
Rua Irmão Luiz Albano,Ganchinho,Curitiba/PR,81935-381
Rua Sílvio Corazza,Ganchinho,Curitiba/PR,81935-382
Rua Ipê-amarelo,Ganchinho,Curitiba/PR,81935-383
Rua Ary Taborda,Ganchinho,Curitiba/PR,81935-385
Rua Maria Clara de Jesus,Ganchinho,Curitiba/PR,81935-386
Rua Coronel Newton Oliveira da Silva,Ganchinho,Curitiba/PR,81935-387
Rua Expedicionário Claudio Joay,Ganchinho,Curitiba/PR,81935-388
Rua Regina de Jesus Siqueira,Ganchinho,Curitiba/PR,81935-390
Rua Wilson Bóia,Ganchinho,Curitiba/PR,81935-391
Rua Diva Castellano Girardi,Ganchinho,Curitiba/PR,81935-392
Rodovia Curitiba-Quatro Barras - de 4102/4103 a 6400/6401,Ganchinho,Curitiba/PR,81935-393
Rua Alexandro Glenski,Ganchinho,Curitiba/PR,81935-394
Rua Antônio José Bonato,Ganchinho,Curitiba/PR,81935-395
Rua Aloysio Ignácio Werlang,Ganchinho,Curitiba/PR,81935-396
Rua Delegado Ozias Algauer,Ganchinho,Curitiba/PR,81935-397
Rua Aparecido Caetano,Ganchinho,Curitiba/PR,81935-398
Rua Maestro João Kozak,Ganchinho,Curitiba/PR,81935-399
Rua Ernesto Luiz Pellanda,Ganchinho,Curitiba/PR,81935-400
Rua Maria Gabardo Dorigo,Ganchinho,Curitiba/PR,81935-401
Rua Valério Sprada,Ganchinho,Curitiba/PR,81935-402
Rua Professor Nicephoto Modesto Falarz,Ganchinho,Curitiba/PR,81935-403
Rua Alexis Narloch,Ganchinho,Curitiba/PR,81935-404
Rua Rosildo Portela,Ganchinho,Curitiba/PR,81935-405
Rua Maria Aparecida Peixoto,Ganchinho,Curitiba/PR,81935-406
Rua Adalermo Miquelasso,Ganchinho,Curitiba/PR,81935-408
Rua Professora Izabel Lima de Oliveira,Ganchinho,Curitiba/PR,81935-409
Rua Antônio Chueda,Ganchinho,Curitiba/PR,81935-410
Rua Cezar Meneglielli,Ganchinho,Curitiba/PR,81935-412
Rua Eduardo Calixto,Ganchinho,Curitiba/PR,81935-414
Rua Pedrina Accordes Costa,Ganchinho,Curitiba/PR,81935-420
Rua Enzo Scaletti,Ganchinho,Curitiba/PR,81935-421
Rua Pelegrino Azzolin,Ganchinho,Curitiba/PR,81935-422
Rua José Kula Sobrinho,Ganchinho,Curitiba/PR,81935-423
Rua Ana Iolando de Conto Mangy,Ganchinho,Curitiba/PR,81935-424
Rua Orphélia Sette Beraldin,Ganchinho,Curitiba/PR,81935-425
Rua Engenheiro João Francisco de Souza Santos,Ganchinho,Curitiba/PR,81935-426
Rua Jornalista José Pedro dos Santos (Pedrinho),Ganchinho,Curitiba/PR,81935-430
Rua Benjamin Juglair,Ganchinho,Curitiba/PR,81935-435
Rua Mário Yassumoto Seita,Ganchinho,Curitiba/PR,81935-436
Rua Carlos Custel Filho,Ganchinho,Curitiba/PR,81935-437
Rua Miguel Laudecir de Oliveira,Ganchinho,Curitiba/PR,81935-440
Rua Sebastião Roberto Cardoso,Ganchinho,Curitiba/PR,81935-444
Rua Jurandir Mendes de Lima,Ganchinho,Curitiba/PR,81935-445
Rua Reinaldo de Carvalho (Bola),Ganchinho,Curitiba/PR,81935-446
Rua Anacleto Cardoso do Amaral,Ganchinho,Curitiba/PR,81935-447
Travessa Jornalista Ferreira Neto,Ganchinho,Curitiba/PR,81935-470
Travessa Marcos Nelson Casagrande,Ganchinho,Curitiba/PR,81935-472
Rua Leocádio Moscalewski Lacerda,Ganchinho,Curitiba/PR,81935-474
Rua Doutora Ana Maria Mansur Mader Gisi,Ganchinho,Curitiba/PR,81935-476
Rua Delegado Ricardo Taborda Ribas,Ganchinho,Curitiba/PR,81935-478
Rua General Adalberto Massa,Ganchinho,Curitiba/PR,81935-480
Rua Miguel Rossetim,Ganchinho,Curitiba/PR,81935-482
Rua Deputado Sinval Martins Araújo,Ganchinho,Curitiba/PR,81935-484
Rua Rubens Corrêa,Ganchinho,Curitiba/PR,81935-486
Rua Laudelino Soares,Ganchinho,Curitiba/PR,81935-489
Rua Professor Francisco Alberto de Castro,Ganchinho,Curitiba/PR,81935-490
Rua Doutor Edésio Franco Passos,Ganchinho,Curitiba/PR,81935-491
Rua Desembargador Lauro Lima Lopes,Ganchinho,Curitiba/PR,81935-492
Rua Ângela Mara Nascimento,Ganchinho,Curitiba/PR,81935-494
Rua Delourdes Lau Rodrigues,Ganchinho,Curitiba/PR,81935-496
Rua Coronel Guaraci Moraes Barros,Ganchinho,Curitiba/PR,81935-497
Travessa Mário Lago,Ganchinho,Curitiba/PR,81935-498
Travessa Theodorico dos Santos,Ganchinho,Curitiba/PR,81935-499
Estrada do Ganchinho - de 3257/3258 ao fim,Ganchinho,Curitiba/PR,81935-552
Rua Colomba Merlin - de 672/673 ao fim,Ganchinho,Curitiba/PR,81935-560
Rua Miguel Ângelo Pelanda,Ganchinho,Curitiba/PR,81935-570
Rua Aurélio Scroccaro,Ganchinho,Curitiba/PR,81935-700
Rua Octávio Monastier,Ganchinho,Curitiba/PR,81935-702
Rua Antônio Vieira Sobrinho,Ganchinho,Curitiba/PR,81935-704
Rua Bibiano Ribeiro Baptista,Ganchinho,Curitiba/PR,81935-706
Rua Capitão Joaquim José Moreira de Mendonça,Ganchinho,Curitiba/PR,81935-708
Rua Joana Regina Gay,Ganchinho,Curitiba/PR,81935-710
Rua Pedro Luiz Scroccaro,Ganchinho,Curitiba/PR,81935-720
Rua Antonio Vizinoni,Ganchinho,Curitiba/PR,81935-750
Rua Rubens Stresser,Ganchinho,Curitiba/PR,81935-755
Rua Juiz de Paz José da Rocha,Ganchinho,Curitiba/PR,81935-758
Rua Ahmad Ali Tarbine,Ganchinho,Curitiba/PR,81935-760
Rua Dorio Faria,Ganchinho,Curitiba/PR,81935-762
Rua Ana Paula Moreira Martinez Myszynsky,Ganchinho,Curitiba/PR,81935-764
Rua Angelo Segalla,Ganchinho,Curitiba/PR,81935-766
Rua Professor Liu Kai,Ganchinho,Curitiba/PR,81935-768
Rua Engenheiro Jose Wanderley Resende Filho,Ganchinho,Curitiba/PR,81935-770
Rua Alodyr Nascimento,Ganchinho,Curitiba/PR,81935-772
Rodovia Curitiba-Quatro Barras - até 974/975,Tatuquara,Curitiba/PR,81940-005
Rua Ignez de Souza Soares,Tatuquara,Curitiba/PR,81940-010
Rua Leonor Negrello Baldan,Tatuquara,Curitiba/PR,81940-020
Rua Ângelo Rigolino,Tatuquara,Curitiba/PR,81940-030
Rua Bernardo Vacheski,Tatuquara,Curitiba/PR,81940-040
Rua José Cavichiolo,Tatuquara,Curitiba/PR,81940-050
Rua Faustino Raimundo Pellanda,Tatuquara,Curitiba/PR,81940-060
Rua Leonildo Burbello,Tatuquara,Curitiba/PR,81940-070
Rua João Amadeu Pedro Bom,Tatuquara,Curitiba/PR,81940-080
Rua Napoleão Lyrio Teixeira,Tatuquara,Curitiba/PR,81940-090
Rua Maria Eudóxia Cortiano,Tatuquara,Curitiba/PR,81940-100
Rua Darci Scotti,Tatuquara,Curitiba/PR,81940-110
Rua Ângela Navarini Scotti,Tatuquara,Curitiba/PR,81940-120
Rua Valentin Pedro Zanon,Tatuquara,Curitiba/PR,81940-130
Rua Guilherme Scroccaro,Tatuquara,Curitiba/PR,81940-140
Rua Aracy Neves do Nascimento,Tatuquara,Curitiba/PR,81940-142
Rua Santos Possolli,Tatuquara,Curitiba/PR,81940-150
Rua João Batista Burbello,Tatuquara,Curitiba/PR,81940-160
Rua Arlindo Chiminacio,Tatuquara,Curitiba/PR,81940-170
Rua Doutor João Kracik Neto,Tatuquara,Curitiba/PR,81940-180
Rua Neivo José Scotti,Tatuquara,Curitiba/PR,81940-185
Rua Maria dos Prazeres Alves de Oliveira,Tatuquara,Curitiba/PR,81940-186
Rua Valdomiro Rodrigues,Tatuquara,Curitiba/PR,81940-190
Rua Antônio Frederico Kurten,Tatuquara,Curitiba/PR,81940-192
Rua Dilson Luiz - até 901/902,Tatuquara,Curitiba/PR,81940-200
Rua Tadashi ikoma,Tatuquara,Curitiba/PR,81940-202
Rua Bôrtolo Pelanda - até 1009/1010,Umbará,Curitiba/PR,81940-210
Rua Bôrtolo Pelanda - de 1011/1012 ao fim,Umbará,Curitiba/PR,81940-212
Rua Doutor Saburo Sugisawa,Umbará,Curitiba/PR,81940-214
Rua Professora Ana Maria Pelanda,Umbará,Curitiba/PR,81940-215
Rua Dilson Luiz - de 903/904 ao fim,Umbará,Curitiba/PR,81940-217
Rua Albino Niquele,Umbará,Curitiba/PR,81940-220
Rua Cláudio José Pellanda,Umbará,Curitiba/PR,81940-225
Rua Estanislau Selenko,Umbará,Curitiba/PR,81940-230
Rua Antônio Gabardo,Umbará,Curitiba/PR,81940-240
Rua Paulo Deconto,Umbará,Curitiba/PR,81940-250
Rua Victor Gabardo,Umbará,Curitiba/PR,81940-260
Rua Francisco Gabardo Filho,Umbará,Curitiba/PR,81940-270
Rua Angélica Negrello de Conto,Umbará,Curitiba/PR,81940-280
Rua Guido Vicente Negrello,Umbará,Curitiba/PR,81940-285
Rua Carolina Zanon Deconto,Umbará,Curitiba/PR,81940-287
Rua Luiz Nichele,Umbará,Curitiba/PR,81940-290
Rua Paulo Estephano Cavichiolo,Umbará,Curitiba/PR,81940-292
Rua Nicola Pellanda - de 1498 a 3730 - lado par,Umbará,Curitiba/PR,81940-295
Rua Luiz Pellanda,Umbará,Curitiba/PR,81940-300
Rua Nicola Pellanda - de 3731/3732 ao fim,Umbará,Curitiba/PR,81940-305
Rua José Pellanda,Umbará,Curitiba/PR,81940-310
Rua Vereador Ângelo Burbello - de 1031/1032 ao fim,Umbará,Curitiba/PR,81940-320
Rua Ignácio Wacheski,Umbará,Curitiba/PR,81940-330
Rua Ruy Christovam Wachowicz,Umbará,Curitiba/PR,81940-332
Rua Ângelo Gai,Umbará,Curitiba/PR,81940-340
Rua Ângela Gabardo Parolin,Umbará,Curitiba/PR,81940-342
Rua Santa Terezinha,Umbará,Curitiba/PR,81940-345
Rua Ernesto Antônio Chiminello,Umbará,Curitiba/PR,81940-347
Rua Domingos Baldan,Umbará,Curitiba/PR,81940-350
Rua Lali Maria Soecki,Umbará,Curitiba/PR,81940-400
Rua Ride Boza,Umbará,Curitiba/PR,81940-420
Rua Expedicionário Octávio Zontta,Umbará,Curitiba/PR,81940-430
Rua Expedicionário João Hruba,Umbará,Curitiba/PR,81940-433
Rua Ilíria Maria Zonta Bonato,Umbará,Curitiba/PR,81940-435
Jardinete Júlia Scroccaro Burbelo,Umbará,Curitiba/PR,81940-440
Rua Santo Antônio Tortato,Umbará,Curitiba/PR,81940-452
Rua Agostinho Zaniolo,Umbará,Curitiba/PR,81940-455
Rua José Antônio Nichele,Umbará,Curitiba/PR,81940-460
Rua André Bonato,Umbará,Curitiba/PR,81940-481
Rua José Scroccaro,Umbará,Curitiba/PR,81940-482
Rua Colomba Merlin - até 670/671,Umbará,Curitiba/PR,81940-484
Rua Pedro Pilato,Umbará,Curitiba/PR,81940-486
Rua José Ângelo Miquelleto,Umbará,Curitiba/PR,81940-490
Rua Maria Dolores Tortato Nicolau,Umbará,Curitiba/PR,81940-492
Rua José Arlindo Salim,Umbará,Curitiba/PR,81940-494
Rua Antônio Salin,Umbará,Curitiba/PR,81940-496
Rua José Ordenir de Camargo,Umbará,Curitiba/PR,81940-498
Rua Manoel Miguel Alves Filho,Umbará,Curitiba/PR,81940-500
Rua Pedro Betezek,Umbará,Curitiba/PR,81940-501
Rua Miguel Ângelo Pelanda,Umbará,Curitiba/PR,81940-502
Rua Pedro Calisto,Umbará,Curitiba/PR,81940-504
Rua Ana Gabardo Negrelli,Umbará,Curitiba/PR,81940-506
Rua Santo Antônio Tortato,Campo de Santana,Curitiba/PR,81945-000
Rua Ricardo de Chueri Raram,Campo de Santana,Curitiba/PR,81945-002
Rodovia BR-116 - de 25110/25111 a 30629/30630,Campo de Santana,Curitiba/PR,81945-004
Rua Vereador Ângelo Burbello - de 441/442 a 1029/1030,Campo de Santana,Curitiba/PR,81945-010
Rua Ângela Gabardo Parolin,Campo de Santana,Curitiba/PR,81945-020
Rua José Júlio Tortato,Campo de Santana,Curitiba/PR,81945-030
Rua Pinheiral do Albino,Campo de Santana,Curitiba/PR,81945-040
Rua Francisco Batista Claudino,Campo de Santana,Curitiba/PR,81945-050
Avenida Cândido Hartmann - de 2183 a 4181 - lado ímpar,Santo Inácio,Curitiba/PR,82010-000
Rua Doutor Ney Leprevost,Santo Inácio,Curitiba/PR,82010-050
Rua Luiz Sieracki,Santo Inácio,Curitiba/PR,82010-060
Rua Emílio Mercuri,Santo Inácio,Curitiba/PR,82010-070
Rua Delegado Edward Resende Pimenta,Santo Inácio,Curitiba/PR,82010-080
Rua José Sikorski,Santo Inácio,Curitiba/PR,82010-090
Rua Otávio Ganz,Santo Inácio,Curitiba/PR,82010-100
Rua Valdemar de Andrade,Santo Inácio,Curitiba/PR,82010-110
Rua Tadeu Rogério Pamplona,Santo Inácio,Curitiba/PR,82010-115
Rua Francisco Mendes,Santo Inácio,Curitiba/PR,82010-120
Rua Jorge Dall'Igna,Santo Inácio,Curitiba/PR,82010-130
Rua Olívio Coraiola,Santo Inácio,Curitiba/PR,82010-140
Rua Pedro Leitoles,Santo Inácio,Curitiba/PR,82010-150
Rua Ernesto Casagrande,Santo Inácio,Curitiba/PR,82010-160
Rua Reinaldo Casagrande,Santo Inácio,Curitiba/PR,82010-170
Rua Maria da Luz Cordeiro Xavier,Santo Inácio,Curitiba/PR,82010-180
Rua Batista Ganz,Santo Inácio,Curitiba/PR,82010-190
Rua Manoel Ganz,Santo Inácio,Curitiba/PR,82010-200
Rua Padre Ladislau Kula,Santo Inácio,Curitiba/PR,82010-210
Rua Luiz Kula,Santo Inácio,Curitiba/PR,82010-220
Rua João Coraiola,Santo Inácio,Curitiba/PR,82010-230
Rua João Sebastião,Santo Inácio,Curitiba/PR,82010-240
Rua Euzébio Sebastião Ritzmann,Santo Inácio,Curitiba/PR,82010-250
Rua Augusto Ricciardella Correia,Santo Inácio,Curitiba/PR,82010-260
Rua Ney Itiberê Piá de Andrade,Santo Inácio,Curitiba/PR,82010-270
Rua Simão Lissa,Santo Inácio,Curitiba/PR,82010-280
Rua Estefano Sikorski,Santo Inácio,Curitiba/PR,82010-290
Rua Filastro Nunes Pires,Santo Inácio,Curitiba/PR,82010-300
Rua Luiz Gonçalves de Moura,Santo Inácio,Curitiba/PR,82010-310
Rua Raphael Fiandanese Filho,Santo Inácio,Curitiba/PR,82010-320
Rua Sydnei Antônio Rangel,Santo Inácio,Curitiba/PR,82010-330
Rua Tobias de Macedo Júnior,Santo Inácio,Curitiba/PR,82010-340
Rua Lucia Domacoski Lunardon,Santo Inácio,Curitiba/PR,82010-345
Rua Félix Domakoski,Santo Inácio,Curitiba/PR,82010-350
Rua Francisco José Gomes Ribeiro,Santo Inácio,Curitiba/PR,82010-360
Rua Francisco dos Santos Lima,Santo Inácio,Curitiba/PR,82010-370
Rua José Cechelero,Santo Inácio,Curitiba/PR,82010-380
Rua Raul Leopoldo Zimmer,Santo Inácio,Curitiba/PR,82010-390
Rua Sílvio Zanatta,Santo Inácio,Curitiba/PR,82010-400
Rua Alfredo Schwartz,Santo Inácio,Curitiba/PR,82010-410
Rua Professor Nuno de Souza e Silva,Santo Inácio,Curitiba/PR,82010-420
Rua Doutor Marçallo Tissot,Santo Inácio,Curitiba/PR,82010-430
Rua José Felipe,Santo Inácio,Curitiba/PR,82010-440
Rua Padre José Falarz,Santo Inácio,Curitiba/PR,82010-450
Rua Silvestre Kloss,Santo Inácio,Curitiba/PR,82010-460
Rua Maury de Jesus da Silva,Santo Inácio,Curitiba/PR,82010-470
Rua Mário Spyra,Santo Inácio,Curitiba/PR,82010-480
Rua André Zílio,Santo Inácio,Curitiba/PR,82010-490
Rua Andrea Zílio,Santo Inácio,Curitiba/PR,82010-500
Rua Emílio de Medeiros Santos (Santo Inácio),Santa Felicidade,Curitiba/PR,82010-505
Estrada da Mina do Ouro,Santo Inácio,Curitiba/PR,82010-510
Rua Adão Paulo Majewski,Santo Inácio,Curitiba/PR,82010-520
Rua Elizabeth Majewski,Santo Inácio,Curitiba/PR,82010-530
Rua Estefano Raulik,Santo Inácio,Curitiba/PR,82010-540
Rua Maurício Antoniassi,Santo Inácio,Curitiba/PR,82010-550
Rua Edith de França Alves,Santo Inácio,Curitiba/PR,82010-560
Rua José Antônio Bento,Santo Inácio,Curitiba/PR,82010-570
Rua Norberto Tramujas Decker,Santo Inácio,Curitiba/PR,82010-580
Rua João Inocêncio de Miranda,Santo Inácio,Curitiba/PR,82010-590
Rua Benedito Cezario,Santo Inácio,Curitiba/PR,82010-595
Rua José Boiko,Santo Inácio,Curitiba/PR,82010-600
Rua João Batista Dallarmi,Santo Inácio,Curitiba/PR,82010-610
Rua Amaury Gabriel Grassi Mattei,Santo Inácio,Curitiba/PR,82010-620
Rua Apolônia Kozak,Santo Inácio,Curitiba/PR,82010-630
Rua Anna Gbur Barcik,Santo Inácio,Curitiba/PR,82010-670
Rua Pedro Klassa,Santo Inácio,Curitiba/PR,82010-680
Rua Cidade de Cusco,Santo Inácio,Curitiba/PR,82010-690
Parque Barigui,Santo Inácio,Curitiba/PR,82010-700
Rua Vicente Paulo Domakowski,Santo Inácio,Curitiba/PR,82010-710
Alameda Burle Marx,Bigorrilho,Curitiba/PR,82010-715
Alameda Burle Marx,Bigorrilho,Curitiba/PR,82010-715
Rua Kuwait,Santo Inácio,Curitiba/PR,82010-720
Jardinete Amsterdam,Santo Inácio,Curitiba/PR,82010-723
Rua Ricardo Lunardelli Netto,Santo Inácio,Curitiba/PR,82010-730
Rua Renato Xavier da Silva,Santo Inácio,Curitiba/PR,82010-740
Rua Alfredo Eduardo Puglieli,Santo Inácio,Curitiba/PR,82010-750
Rua Antônio Escorsin - até 1549/1550,Santa Felicidade,Curitiba/PR,82015-000
Rua José Risseto,Santa Felicidade,Curitiba/PR,82015-010
Rua Poeta César Bond,Santa Felicidade,Curitiba/PR,82015-012
Rua João Risseto,Santa Felicidade,Curitiba/PR,82015-015
Rua Henrique Joaquim Ribeiro,Santa Felicidade,Curitiba/PR,82015-020
Rua José Alfredo Silva Filho,Santa Felicidade,Curitiba/PR,82015-023
Rua João Lucca,Santa Felicidade,Curitiba/PR,82015-025
Rua Célia Cabral Salgueiro,Santa Felicidade,Curitiba/PR,82015-030
Praça Recanto da Itália,Santa Felicidade,Curitiba/PR,82015-035
Rua Primo Júlio Zanquettim,Santa Felicidade,Curitiba/PR,82015-036
Rua João Azolin,Santa Felicidade,Curitiba/PR,82015-040
Rua Osvaldir Antônio Cuman,Santa Felicidade,Curitiba/PR,82015-045
Rua Pedro Breda,Santa Felicidade,Curitiba/PR,82015-050
Rua Francisca Azolin,Santa Felicidade,Curitiba/PR,82015-060
Rua Carlos Parize,Santa Felicidade,Curitiba/PR,82015-070
Rua Nicolau José Gravina - de 1316/1317 ao fim,Cascatinha,Curitiba/PR,82015-080
Rua Joanna Costa,Santa Felicidade,Curitiba/PR,82015-082
Rua Francisco Parise,Santa Felicidade,Curitiba/PR,82015-090
Avenida Cândido Hartmann - de 3532 a 4182 - lado par,Santa Felicidade,Curitiba/PR,82015-100
Avenida Cândido Hartmann - de 4183/4184 ao fim,Santa Felicidade,Curitiba/PR,82015-102
Rua Professor Francisco Basseti Júnior - até 9999 - lado ímpar,Santa Felicidade,Curitiba/PR,82015-104
Rua Sílvio Brunatto,Santa Felicidade,Curitiba/PR,82015-110
Rua Alexandre Toscani Filho,Santa Felicidade,Curitiba/PR,82015-120
Rua Cajubi,Santa Felicidade,Curitiba/PR,82015-130
Rua Eliseo Bittencourt de Camargo,Santa Felicidade,Curitiba/PR,82015-140
Rua Rachid Pacífico Fatuch,Santa Felicidade,Curitiba/PR,82015-150
Rua Doutor Albino Farracha de Castro,Santa Felicidade,Curitiba/PR,82015-152
Rua Dídimo Cercal da Silva,Santa Felicidade,Curitiba/PR,82015-154
Rua Tadeu Morozowicz,Santa Felicidade,Curitiba/PR,82015-156
Rua Aluízio Plombon,Santa Felicidade,Curitiba/PR,82015-160
Rua Jornalista Clemente Comandulli,Santa Felicidade,Curitiba/PR,82015-170
Rua Nemésio Araújo Moritz,Santa Felicidade,Curitiba/PR,82015-180
Rua Valentin Guedes,Santa Felicidade,Curitiba/PR,82015-190
Rua Maestro Lindolpho Gaya,Santa Felicidade,Curitiba/PR,82015-200
Rua Albino Tesserolli,Santa Felicidade,Curitiba/PR,82015-210
Rua César Correia de Souza Pinto Júnior,Santa Felicidade,Curitiba/PR,82015-220
Rua José Santiago Paladino,Santa Felicidade,Curitiba/PR,82015-230
Rua Escritor Jorge Luiz Borges,São Braz,Curitiba/PR,82015-240
Rua Charles Fourier,São Braz,Curitiba/PR,82015-250
Rua Poeta Sidônio Muralha,São Braz,Curitiba/PR,82015-260
Rua Ministro Marcos Freire,São Braz,Curitiba/PR,82015-270
Praça Isabel Kokatt Gbur,São Braz,Curitiba/PR,82015-275
Rua Luiz Braille,São Braz,Curitiba/PR,82015-290
Rua Ponte Serrada,São Braz,Curitiba/PR,82015-300
Rua Bôrtolo Parise,São Braz,Curitiba/PR,82015-310
Rua João Parize,São Braz,Curitiba/PR,82015-320
Rua Tenente Argemiro França Pereira,São Braz,Curitiba/PR,82015-323
Rua Alzira Moraes Pinheiro Machado,São Braz,Curitiba/PR,82015-330
Rua José Miguel dos Santos,São Braz,Curitiba/PR,82015-340
Rua Frederico Parize,São Braz,Curitiba/PR,82015-350
Rua Francisco Querino de Lima,São Braz,Curitiba/PR,82015-360
Rua Juscelino Gonçalves,São Braz,Curitiba/PR,82015-370
Rua Zacarias Mansur,São Braz,Curitiba/PR,82015-380
Rua Francisco Paganelli,São Braz,Curitiba/PR,82015-382
Rua Brasílio José Betezek,São Braz,Curitiba/PR,82015-384
Rua Inhumas,São Braz,Curitiba/PR,82015-390
Rua Araúna,São Braz,Curitiba/PR,82015-400
Rua Juruaçu,São Braz,Curitiba/PR,82015-410
Rua Carlos Chagas,São Braz,Curitiba/PR,82015-420
Rua Jacob Breda,São Braz,Curitiba/PR,82015-430
Rua Doutor Cerqueira Lima,São Braz,Curitiba/PR,82015-440
Rua Bengali,São Braz,Curitiba/PR,82015-450
Rua Leão Benjamim Breda,São Braz,Curitiba/PR,82015-460
Rua Tapiranga,São Braz,Curitiba/PR,82015-470
Rua Pitanguá,São Braz,Curitiba/PR,82015-480
Rua Maguari,São Braz,Curitiba/PR,82015-490
Rua Adelina Ferreira Müller,São Braz,Curitiba/PR,82015-492
Rua Darci Ariarte Mallin,São Braz,Curitiba/PR,82015-494
Rua Antônio Portela,São Braz,Curitiba/PR,82015-500
Rua Gideão,São Braz,Curitiba/PR,82015-510
Rua João Balla - de 81/82 ao fim,São Braz,Curitiba/PR,82015-520
Rua Doutor Pedro Suarez Galvan,São Braz,Curitiba/PR,82015-530
Rua Maria Júlia Corrêa da Silva,São Braz,Curitiba/PR,82015-540
Rua Coronel Orlando Xavier Pombo,São Braz,Curitiba/PR,82015-545
Rua Lourival França Pereira,São Braz,Curitiba/PR,82015-550
Rua Genauro Ferreira de Almeida,São Braz,Curitiba/PR,82015-560
Rua Alexandre Marcoski,São Braz,Curitiba/PR,82015-570
Praça Neuma Cortes Monclaro,São Braz,Curitiba/PR,82015-575
Conjunto Ipê,São Braz,Curitiba/PR,82015-580
Rua Maracanã,São Braz,Curitiba/PR,82015-590
Rua Altamiro Machado,São Braz,Curitiba/PR,82015-600
Rua Guarandi,São Braz,Curitiba/PR,82015-610
Rua Doutor Rafi Salum,São Braz,Curitiba/PR,82015-612
Rua Nicolau Boscardin,São Braz,Curitiba/PR,82015-620
Rua José Tomasi,Santa Felicidade,Curitiba/PR,82015-630
Rua Estephano Reva,Santa Felicidade,Curitiba/PR,82015-640
Rua Luiz Batista Gnoato,Santa Felicidade,Curitiba/PR,82015-642
Rua Francisco de Assis Celestiano da Silva,Santa Felicidade,Curitiba/PR,82015-645
Rua Francisco Cézar de Lima,Santa Felicidade,Curitiba/PR,82015-646
Rua Erva-mate,Santa Felicidade,Curitiba/PR,82015-650
Rua João Balla - até 79/80,Santa Felicidade,Curitiba/PR,82015-652
Jardinete Valentino Guzzo,Santa Felicidade,Curitiba/PR,82015-655
Rua Antônio Rafael Sartori,Santa Felicidade,Curitiba/PR,82015-660
Rua Dante Millarch,Santa Felicidade,Curitiba/PR,82015-670
Rua Altair Probst,Santa Felicidade,Curitiba/PR,82015-680
Rua Margarida Dallarmi,Santa Felicidade,Curitiba/PR,82015-690
Rua Waldomiro Antônio Dalarmi,Santa Felicidade,Curitiba/PR,82015-700
Rua Antônio Parize,Santa Felicidade,Curitiba/PR,82015-710
Rua Newton Amarante,Santa Felicidade,Curitiba/PR,82015-720
